Animal_ID,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Somatic_Cell_Count_Actual,Somatic_Cell_Score,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Udder_Thermal_Asymmetry_C,Milk_Yield_Liters,Fat_Pct,Protein_Pct,Lactose_Pct,Rumination_Minutes,Lying_Hours,Activity_Index,Bedding_Hygiene_Score,Teat_Dipping_Practiced,THI_Index,Yield_Drop_Pct,Early_Warning_Lead_Days,Risk_Tier_Label,Risk_Tier_Code,Mastitis_Target
Moo-10139,4.0,5,68,1,339313,4.58,5.65,1.49,6.97,39.52,0.96,272.0,4.01,3.5,4.98,347,8.3,115.6,3,0,78.6,10.8,8.2,Moderate Risk,2,1
Moo-10140,5.0,4,97,2,341450,4.75,5.73,1.53,7.0,39.25,0.9,459.0,5.0,3.1,4.81,320,8.6,118.0,3,1,83.3,0.0,8.8,Moderate Risk,2,1
Moo-10141,4.0,2,203,1,300000,4.69,5.83,1.42,6.84,39.43,0.72,322.0,4.6,3.31,4.65,397,9.1,126.8,1,1,84.6,0.0,9.5,Moderate Risk,2,1
Moo-10142,4.0,3,113,0,150000,2.7,5.18,1.23,6.71,38.58,0.54,238.0,4.23,3.73,4.78,450,10.1,110.2,4,1,76.2,10.9,11.2,Low Risk,1,0
Moo-10143,5.0,1,160,1,300000,3.98,5.52,1.51,6.95,39.21,0.93,456.0,2.9,3.01,4.96,415,8.8,129.7,1,0,83.8,0.0,8.4,Moderate Risk,2,1
Moo-10144,4.0,5,77,0,25000,1.35,4.59,1.11,6.65,38.21,0.21,281.0,5.17,3.73,4.5,487,11.9,107.2,4,1,71.7,8.2,-1.0,No Risk,0,0
Moo-10145,3.0,2,173,1,750000,5.5,5.95,1.63,7.6,40.11,2.34,381.0,3.55,3.26,4.79,321,6.3,175.8,2,0,80.6,15.3,1.6,High Risk,3,1
Moo-10146,3.0,5,23,0,29669,1.72,5.05,1.09,6.64,38.5,0.08,600.0,3.27,3.86,4.85,507,11.4,84.4,5,1,74.8,0.0,-1.0,No Risk,0,0
Moo-10147,2.5,3,104,0,27490,1.16,4.73,1.05,6.55,38.47,0.14,323.0,3.9,3.94,4.89,501,12.8,105.1,5,1,73.3,6.6,-1.0,No Risk,0,0
Moo-10148,5.0,2,78,2,403611,4.94,5.21,1.38,7.07,39.47,0.81,453.0,2.89,2.97,4.66,402,9.5,120.4,3,1,74.2,3.8,7.7,Moderate Risk,2,1
Moo-10149,5.0,1,107,4,300000,3.8,5.44,1.46,6.97,38.79,1.12,380.0,3.86,3.25,4.74,365,8.5,128.3,2,0,84.0,0.0,7.1,Moderate Risk,2,1
Moo-10150,2.5,2,202,1,965472,6.24,6.45,2.25,7.41,40.42,1.57,302.5,4.26,3.71,4.87,274,7.9,129.8,3,1,73.9,0.0,2.8,High Risk,3,1
Moo-10151,4.0,1,32,0,317927,5.07,5.65,1.53,7.11,39.41,0.96,389.5,3.79,3.42,4.74,364,9.1,154.2,2,0,79.7,13.6,7.5,Moderate Risk,2,1
Moo-10152,3.0,3,132,0,1474911,6.84,5.87,1.84,7.12,40.6,2.19,329.0,4.82,3.8,4.93,265,7.5,154.0,2,1,77.8,0.0,2.6,High Risk,3,1
Moo-10153,4.0,4,160,1,46982,2.21,4.67,1.09,6.64,38.72,0.12,365.0,3.13,3.23,4.58,463,11.3,89.8,3,1,69.8,0.0,-1.0,No Risk,0,0
Moo-10154,4.0,4,238,2,750000,5.55,6.1,1.81,7.25,40.08,1.57,418.0,3.57,3.16,4.76,308,7.5,148.5,1,1,75.6,23.3,1.3,High Risk,3,1
Moo-10155,3.0,1,309,1,300000,4.14,5.27,1.37,6.92,39.59,1.13,289.0,4.08,3.64,4.81,333,8.6,126.8,2,1,76.4,0.0,7.9,Moderate Risk,2,1
Moo-10156,3.0,3,102,1,300000,3.8,5.8,1.36,7.0,39.79,0.65,354.0,3.83,3.44,4.74,443,8.4,110.6,1,1,83.9,0.0,8.1,Moderate Risk,2,1
Moo-10157,3.0,1,292,4,330278,4.52,5.56,1.35,6.97,39.34,1.02,295.5,4.3,3.79,4.77,442,9.6,121.8,2,0,79.5,0.0,9.0,Moderate Risk,2,1
Moo-10158,2.5,3,96,1,63773,2.28,4.67,1.01,6.6,38.6,0.09,362.0,4.11,3.17,5.09,467,11.2,110.2,5,1,72.9,0.0,-1.0,No Risk,0,0
Moo-10159,4.0,3,277,0,59639,2.07,4.95,1.08,6.51,38.47,0.21,375.0,4.15,3.34,4.57,469,12.1,114.2,5,1,71.0,0.0,-1.0,No Risk,0,0
Moo-10160,3.0,5,148,0,193012,3.62,5.17,1.25,6.69,38.84,0.39,267.0,3.18,3.4,4.67,476,10.4,99.7,3,1,75.6,1.8,11.4,Low Risk,1,0
Moo-10161,2.5,3,42,0,49483,1.78,4.63,1.03,6.55,38.6,0.2,282.0,5.54,3.74,4.72,459,11.9,105.8,4,1,72.7,5.7,-1.0,No Risk,0,0
Moo-10162,3.0,1,169,0,61988,2.43,4.75,1.13,6.63,38.68,0.21,395.0,3.54,3.58,4.63,456,10.9,104.2,5,1,74.0,0.0,-1.0,No Risk,0,0
Moo-10163,3.0,1,153,0,150000,2.7,5.23,1.25,6.77,39.26,0.32,402.0,3.27,3.16,4.82,403,9.8,114.3,2,0,70.1,6.3,13.6,Low Risk,1,0
Moo-10164,4.0,4,194,0,32489,1.63,4.88,1.04,6.59,38.45,0.14,552.0,3.3,3.37,4.71,449,11.9,99.1,4,1,71.7,2.1,-1.0,No Risk,0,0
Moo-10165,2.5,1,147,0,55494,2.07,5.1,1.1,6.58,38.5,0.12,438.0,4.25,3.5,4.78,452,11.8,105.5,5,1,70.1,0.7,-1.0,No Risk,0,0
Moo-10166,5.0,2,92,0,57882,1.98,4.76,1.13,6.61,38.63,0.18,302.0,3.54,3.49,4.46,510,11.8,94.6,5,1,80.5,19.5,-1.0,No Risk,0,0
Moo-10167,3.0,1,213,0,353221,4.78,5.37,1.37,6.92,39.61,1.06,317.5,3.66,3.63,4.79,474,8.8,99.7,2,0,78.4,0.0,6.5,Moderate Risk,2,1
Moo-10168,3.0,4,126,0,392358,4.93,5.5,1.43,6.81,39.36,1.14,295.5,4.3,3.79,4.77,372,8.7,126.5,2,1,77.4,23.8,7.8,Moderate Risk,2,1
Moo-10169,3.0,3,63,0,300000,3.9,5.48,1.46,6.84,39.38,0.86,432.0,3.71,3.14,4.83,356,9.9,152.5,3,0,83.6,0.0,7.5,Moderate Risk,2,1
Moo-10170,3.0,5,123,0,25000,1.06,5.02,1.04,6.66,38.44,0.15,349.0,3.6,3.56,4.91,521,11.4,100.8,5,1,78.4,11.2,-1.0,No Risk,0,0
Moo-10171,5.0,3,214,1,300000,4.27,5.61,1.48,6.93,39.44,0.94,314.0,3.61,3.55,4.52,426,9.0,114.2,2,0,80.6,15.8,9.5,Moderate Risk,2,1
Moo-10172,3.0,3,47,0,31472,1.09,4.69,1.04,6.59,38.33,0.15,348.0,4.2,4.05,4.71,506,11.0,103.3,5,1,76.4,0.0,-1.0,No Risk,0,0
Moo-10173,4.0,1,283,0,300000,4.33,5.32,1.51,6.95,39.6,1.04,376.0,3.95,3.46,4.77,386,8.1,121.8,2,1,85.1,0.0,9.6,Moderate Risk,2,1
Moo-10174,4.0,3,202,0,161192,3.8,4.98,1.27,6.74,38.62,0.51,365.0,4.21,3.67,4.89,429,10.4,108.1,2,0,72.0,11.2,13.9,Low Risk,1,0
Moo-10175,4.0,3,47,1,378318,4.84,5.4,1.4,7.11,39.4,1.02,404.0,3.34,3.23,4.86,355,8.5,129.1,3,0,84.8,0.0,7.6,Moderate Risk,2,1
Moo-10176,4.0,5,78,0,26804,0.5,4.62,1.07,6.59,38.5,0.21,450.0,4.67,3.12,4.73,501,11.6,97.4,5,1,78.0,1.7,-1.0,No Risk,0,0
Moo-10177,4.0,1,241,2,1585661,7.02,5.74,2.05,7.44,40.45,1.77,243.0,4.88,4.22,4.54,261,8.3,154.6,2,1,80.5,23.3,2.6,High Risk,3,1
Moo-10178,4.0,3,174,2,66048,2.51,4.86,1.11,6.58,38.54,0.07,220.0,4.93,4.08,4.73,525,12.0,101.2,4,1,76.8,7.2,-1.0,No Risk,0,0
Moo-10179,4.0,5,30,0,4474561,8.5,5.78,2.05,7.13,40.45,2.14,285.5,4.12,3.62,4.73,300,7.2,135.9,2,1,70.8,42.7,2.7,High Risk,3,1
Moo-10180,5.0,2,144,0,25000,1.4,4.71,1.02,6.56,38.46,0.08,119.0,5.28,4.15,4.66,442,11.4,96.3,4,1,78.0,27.4,-1.0,No Risk,0,0
Moo-10181,3.0,5,131,1,300000,4.31,5.53,1.39,6.84,39.34,0.8,405.0,3.53,3.19,4.81,347,10.0,127.8,2,0,79.4,0.0,6.6,Moderate Risk,2,1
Moo-10182,4.0,4,51,1,49415,1.75,4.7,1.02,6.6,38.4,0.12,284.0,3.89,3.27,4.78,528,11.4,111.0,5,1,77.1,11.0,-1.0,No Risk,0,0
Moo-10183,6.0,1,248,1,150000,2.7,5.12,1.24,6.67,39.22,0.46,259.0,3.13,4.6,4.87,451,10.5,107.9,3,1,75.4,22.7,12.4,Low Risk,1,0
Moo-10184,2.5,3,25,1,2110917,7.38,5.96,2.16,7.47,40.22,1.57,290.0,4.2,3.67,4.86,303,7.3,112.0,3,0,77.5,7.1,3.3,High Risk,3,1
Moo-10185,3.0,3,292,0,3556065,8.13,5.86,2.03,7.3,41.12,1.93,289.0,4.08,3.64,4.81,381,8.0,167.1,1,0,76.3,16.5,2.8,High Risk,3,1
Moo-10186,4.0,1,135,0,52114,1.89,4.91,1.09,6.64,38.68,0.18,110.0,3.66,3.04,4.47,532,11.7,99.0,5,1,76.3,23.6,-1.0,No Risk,0,0
Moo-10187,4.0,1,174,0,61982,2.25,4.76,1.09,6.48,38.63,0.21,256.0,5.05,4.35,4.69,473,11.2,104.2,5,1,72.4,9.9,-1.0,No Risk,0,0
Moo-10188,4.0,4,158,0,300000,4.37,5.65,1.36,7.08,39.44,0.99,457.0,3.63,3.78,4.74,398,9.2,118.6,1,1,77.9,12.3,9.1,Moderate Risk,2,1
Moo-10189,3.0,1,247,1,369061,4.67,5.64,1.35,7.0,39.57,0.95,380.0,4.0,3.24,4.8,327,7.6,125.9,2,1,77.5,0.0,8.6,Moderate Risk,2,1
Moo-10190,4.0,4,137,0,150000,2.76,4.97,1.19,6.73,38.69,0.51,472.0,3.13,3.13,4.78,452,10.3,112.6,2,1,69.6,10.6,11.8,Low Risk,1,0
Moo-10191,6.0,2,148,0,150000,2.7,4.96,1.19,6.79,38.81,0.51,241.0,3.33,3.63,4.82,476,10.9,102.2,3,0,72.5,21.5,11.5,Low Risk,1,0
Moo-10192,3.0,1,110,0,150000,3.26,5.19,1.21,6.61,38.9,0.31,297.0,4.63,3.85,4.78,443,10.5,113.3,3,1,71.6,19.1,11.5,Low Risk,1,0
Moo-10193,3.0,2,216,0,34869,1.07,4.83,1.1,6.59,38.75,0.21,233.0,3.37,3.35,4.91,433,11.5,98.2,3,1,73.1,15.3,-1.0,No Risk,0,0
Moo-10194,2.5,1,50,0,151212,3.48,5.24,1.26,6.67,38.91,0.49,345.0,3.44,3.33,4.83,445,11.4,106.3,3,0,68.2,18.1,11.7,Low Risk,1,0
Moo-10195,2.5,4,160,1,397899,4.98,5.15,1.44,6.96,39.45,1.1,272.0,4.31,4.36,4.3,349,8.9,126.5,1,0,79.0,30.3,10.0,Moderate Risk,2,1
Moo-10196,3.0,1,78,0,150000,3.48,5.09,1.22,6.71,38.9,0.49,352.0,4.08,3.44,5.01,414,10.9,105.7,3,1,74.9,0.0,11.4,Low Risk,1,0
Moo-10197,2.5,2,164,1,150000,3.36,5.33,1.2,6.58,38.9,0.53,278.0,3.79,2.92,4.83,409,10.0,111.8,3,1,76.7,1.8,11.2,Low Risk,1,0
Moo-10198,5.0,3,90,1,202109,3.8,5.08,1.18,6.66,39.24,0.36,415.0,4.2,3.82,4.58,422,10.4,110.8,3,0,68.2,0.0,11.8,Low Risk,1,0
Moo-10199,3.0,4,23,1,750000,5.61,6.33,2.16,7.25,40.95,1.74,289.0,4.08,3.64,4.81,308,8.1,155.7,1,1,79.4,0.0,2.0,High Risk,3,1
Moo-10200,2.5,5,286,2,1814564,7.02,5.82,2.03,7.26,39.32,1.62,450.0,3.84,3.25,4.73,291,7.8,135.9,2,1,83.4,0.0,1.8,High Risk,3,1
Moo-10201,3.0,5,225,0,150000,3.43,5.13,1.24,6.7,38.94,0.34,498.0,3.85,3.3,4.72,402,10.7,95.0,2,1,69.6,0.0,13.0,Low Risk,1,0
Moo-10202,3.0,2,163,0,300000,4.18,5.38,1.31,6.77,39.44,1.07,325.0,5.51,3.44,4.66,390,8.8,123.6,1,0,81.3,0.0,6.9,Moderate Risk,2,1
Moo-10203,5.0,1,273,0,165105,3.73,5.11,1.2,6.77,38.86,0.35,313.0,3.84,3.31,4.79,447,9.8,117.5,3,0,73.1,4.3,12.8,Low Risk,1,0
Moo-10204,4.0,3,125,0,150000,2.92,5.03,1.26,6.77,38.67,0.3,279.0,4.98,3.67,4.63,453,9.9,109.9,3,0,71.5,15.7,12.0,Low Risk,1,0
Moo-10205,3.0,5,250,3,750000,5.5,5.78,1.8,7.14,39.85,2.03,548.0,3.5,3.14,4.94,228,8.8,136.0,1,1,80.5,0.0,1.4,High Risk,3,1
Moo-10206,6.0,3,208,0,63872,2.26,4.65,1.12,6.61,38.68,0.12,423.0,5.05,4.13,4.79,497,11.3,108.4,4,0,69.7,0.0,-1.0,No Risk,0,0
Moo-10207,4.0,3,114,0,174474,3.65,5.08,1.23,6.69,38.85,0.45,470.0,4.62,3.09,4.8,493,10.4,106.9,2,1,71.5,10.6,12.3,Low Risk,1,0
Moo-10208,4.0,1,185,0,150000,3.47,5.03,1.17,6.77,38.77,0.54,368.0,4.5,3.57,4.82,460,10.7,119.5,3,1,69.5,9.1,11.3,Low Risk,1,0
Moo-10209,2.5,4,95,0,161662,3.8,5.21,1.23,6.81,38.69,0.3,289.0,3.98,3.91,4.9,454,10.6,102.1,3,1,70.8,19.9,11.7,Low Risk,1,0
Moo-10210,2.5,2,129,0,40900,1.69,4.77,1.07,6.66,38.45,0.14,308.0,5.19,3.69,4.66,471,11.2,101.3,3,1,74.3,8.3,-1.0,No Risk,0,0
Moo-10211,5.0,5,142,0,3318843,8.06,6.13,1.71,7.41,39.9,1.85,214.0,4.15,3.77,4.54,334,8.0,152.2,2,1,80.9,0.0,2.0,High Risk,3,1
Moo-10212,4.0,3,292,0,750000,5.86,5.84,2.28,7.36,40.23,2.21,401.0,2.97,2.88,4.8,291,4.9,157.6,2,0,77.3,0.0,2.7,High Risk,3,1
Moo-10213,3.0,4,231,0,35584,1.6,4.82,1.12,6.5,38.51,0.14,516.0,3.43,3.19,4.67,498,11.6,94.9,4,1,79.4,9.3,-1.0,No Risk,0,0
Moo-10214,4.0,4,128,0,88735,2.65,4.45,1.05,6.59,38.56,0.1,272.0,3.81,3.75,4.62,526,11.1,93.1,4,1,78.3,15.8,-1.0,No Risk,0,0
Moo-10215,2.5,4,230,0,150000,2.79,5.12,1.23,6.65,38.76,0.45,283.0,4.42,3.42,5.06,386,10.2,113.3,3,1,73.8,52.5,13.2,Low Risk,1,0
Moo-10216,4.0,3,286,0,31686,0.87,4.86,1.02,6.66,38.59,0.13,451.0,4.12,3.57,4.87,457,12.0,105.5,5,1,68.1,0.0,-1.0,No Risk,0,0
Moo-10217,4.0,5,47,0,150000,3.43,5.24,1.27,6.8,39.2,0.53,313.0,4.81,4.47,4.96,441,10.8,111.5,3,1,69.5,2.5,12.0,Low Risk,1,0
Moo-10218,3.0,3,263,0,150000,2.96,5.1,1.24,6.83,38.42,0.55,316.0,4.91,3.96,4.6,377,10.0,102.6,4,1,73.1,2.5,11.5,Low Risk,1,0
Moo-10219,2.5,2,237,0,28393,1.13,4.88,1.03,6.53,38.94,0.15,263.0,4.16,3.64,4.65,471,10.8,93.9,4,1,72.9,5.1,-1.0,No Risk,0,0
Moo-10220,4.0,4,36,0,51093,2.4,4.86,1.11,6.57,38.67,0.14,276.0,3.74,3.47,4.7,488,11.2,98.8,4,1,77.1,50.0,-1.0,No Risk,0,0
Moo-10221,5.0,2,114,1,300000,4.03,5.16,1.5,6.79,39.29,0.8,175.0,4.33,3.49,4.59,396,9.5,114.8,2,1,74.8,0.0,7.3,Moderate Risk,2,1
Moo-10222,3.0,5,215,0,389306,4.86,5.65,1.36,6.92,39.26,0.93,286.0,4.29,3.78,4.81,413,8.0,122.8,2,1,77.5,11.7,6.1,Moderate Risk,2,1
Moo-10223,4.0,1,72,2,300000,3.92,5.41,1.3,6.94,39.49,0.73,453.5,3.75,3.17,4.81,362,8.9,124.6,3,1,76.9,0.0,7.8,Moderate Risk,2,1
Moo-10224,4.0,3,64,0,300000,4.3,5.46,1.35,6.94,39.3,0.84,418.0,3.57,3.16,4.76,370,8.7,95.7,2,1,86.3,0.5,6.7,Moderate Risk,2,1
Moo-10225,4.0,5,207,1,150000,2.73,5.04,1.27,6.6,38.97,0.52,366.0,4.89,3.56,4.93,449,8.8,120.8,3,1,77.5,0.0,11.3,Low Risk,1,0
Moo-10226,3.0,2,239,0,150000,2.83,5.18,1.16,6.69,38.78,0.53,215.0,3.58,3.52,4.66,427,10.1,102.3,2,0,75.9,15.0,13.2,Low Risk,1,0
Moo-10227,5.0,1,130,1,515824,5.33,5.43,1.33,6.96,39.03,0.68,269.0,4.26,3.75,4.67,373,8.2,130.1,1,1,74.9,0.0,9.9,Moderate Risk,2,1
Moo-10228,2.5,1,47,0,36813,1.52,4.96,1.1,6.63,38.51,0.13,380.0,4.72,3.76,4.98,519,12.0,99.0,4,1,74.2,0.0,-1.0,No Risk,0,0
Moo-10229,4.0,3,153,1,300000,4.14,5.48,1.47,7.09,39.63,0.68,504.0,2.62,3.62,4.83,438,10.0,131.3,2,0,80.4,0.0,7.8,Moderate Risk,2,1
Moo-10230,2.5,3,156,0,750000,5.5,5.8,1.72,7.32,39.64,1.79,322.0,5.81,4.21,4.75,374,8.8,157.5,1,0,75.4,0.0,2.4,High Risk,3,1
Moo-10231,2.5,5,57,0,86211,2.67,4.92,1.09,6.59,38.3,0.09,338.0,3.74,3.5,5.02,484,12.5,91.2,3,1,67.0,7.4,-1.0,No Risk,0,0
Moo-10232,5.0,5,61,0,300000,4.26,5.44,1.46,6.8,39.27,0.79,292.5,4.21,3.44,4.47,341,9.1,107.9,2,1,81.6,11.9,7.0,Moderate Risk,2,1
Moo-10233,5.0,3,34,0,388384,5.02,5.51,1.41,7.01,39.75,0.68,287.0,4.08,3.59,4.72,428,8.8,129.0,2,0,82.0,8.0,7.5,Moderate Risk,2,1
Moo-10234,3.0,4,93,2,2230247,7.35,6.12,2.11,7.28,39.73,2.32,286.0,4.29,3.78,4.81,319,7.2,144.1,1,0,80.2,0.0,2.7,High Risk,3,1
Moo-10235,4.0,4,149,0,2227964,7.42,5.73,1.76,7.41,40.26,2.32,285.5,4.12,3.62,4.73,299,8.3,138.2,3,0,81.4,0.0,2.0,High Risk,3,1
Moo-10236,4.0,1,202,3,750000,5.5,6.05,2.08,7.44,40.27,2.11,394.0,3.85,3.37,4.79,275,6.4,136.3,2,1,76.1,7.5,2.1,High Risk,3,1
Moo-10237,2.5,1,25,0,775040,5.95,5.9,2.28,7.29,40.53,1.34,341.5,3.67,3.31,4.86,272,7.2,183.1,2,1,81.5,3.8,3.0,High Risk,3,1
Moo-10238,3.0,2,128,1,150000,2.75,5.27,1.17,6.71,38.85,0.36,449.0,4.31,3.53,4.76,445,10.6,119.5,3,1,69.2,0.0,12.5,Low Risk,1,0
Moo-10239,4.0,1,67,0,44863,2.0,4.85,1.09,6.66,38.25,0.2,417.0,4.26,3.53,4.96,510,11.9,105.9,4,1,69.4,15.4,-1.0,No Risk,0,0
Moo-10240,4.0,3,275,0,171490,3.69,5.25,1.16,6.79,38.79,0.39,315.0,3.94,4.04,4.73,437,10.5,98.9,2,1,77.0,27.6,13.2,Low Risk,1,0
Moo-10241,5.0,4,108,0,33906,1.36,4.81,1.06,6.58,38.55,0.12,189.0,4.59,3.93,4.71,431,11.6,106.3,5,1,69.7,38.2,-1.0,No Risk,0,0
Moo-10242,3.0,5,284,1,66202,2.54,4.77,1.05,6.54,38.57,0.06,141.0,4.38,3.79,4.93,490,11.9,95.0,5,1,78.2,0.0,-1.0,No Risk,0,0
Moo-10243,4.0,3,124,0,182265,3.8,5.18,1.17,6.73,38.88,0.53,346.0,2.67,3.3,4.8,426,9.8,108.5,3,1,65.7,11.5,11.5,Low Risk,1,0
Moo-10244,4.0,4,90,0,150000,3.1,5.07,1.16,6.72,39.04,0.4,541.0,2.91,3.24,4.56,459,11.1,111.6,3,1,74.6,7.8,12.9,Low Risk,1,0
Moo-10245,2.5,2,260,0,923435,6.1,5.72,2.34,7.4,39.91,1.26,314.0,4.13,3.2,4.78,344,6.4,140.8,2,0,76.5,5.4,2.3,High Risk,3,1
Moo-10246,3.0,2,313,2,25000,1.0,4.84,1.04,6.64,38.48,0.11,472.0,3.9,3.61,4.77,494,11.6,103.7,4,1,77.0,0.0,-1.0,No Risk,0,0
Moo-10247,5.0,1,206,0,150000,2.81,5.15,1.19,6.7,39.19,0.32,216.0,4.03,3.95,4.29,430,9.9,87.8,4,1,72.8,15.0,11.9,Low Risk,1,0
Moo-10248,4.0,4,116,0,84609,2.43,4.82,1.1,6.65,38.27,0.08,367.0,4.38,3.96,4.81,516,11.5,93.9,5,1,80.7,1.6,-1.0,No Risk,0,0
Moo-10249,3.0,2,53,0,44705,1.54,4.96,1.12,6.7,38.56,0.14,387.0,3.68,3.45,4.89,468,11.6,107.8,4,1,72.4,0.0,-1.0,No Risk,0,0
Moo-10250,3.0,1,75,0,156981,3.67,5.18,1.23,6.67,38.74,0.38,366.0,4.23,3.71,4.77,443,9.7,106.5,2,0,78.5,13.9,11.9,Low Risk,1,0
Moo-10251,4.0,1,44,1,36239,1.19,4.94,1.04,6.51,38.1,0.11,152.0,4.05,4.16,4.72,427,10.3,103.1,3,1,72.5,13.6,-1.0,No Risk,0,0
Moo-10252,4.0,5,171,0,25000,0.94,4.85,1.12,6.53,38.55,0.12,338.0,2.6,4.6,4.75,503,11.3,95.3,4,1,72.8,1.7,-1.0,No Risk,0,0
Moo-10253,3.0,2,290,0,57282,2.28,4.75,1.13,6.66,38.3,0.18,351.0,4.03,3.04,5.08,448,11.8,99.2,5,0,76.3,8.6,-1.0,No Risk,0,0
Moo-10254,2.5,4,137,1,300000,4.75,5.45,1.41,7.04,39.13,0.89,341.5,3.67,3.31,4.86,397,8.9,140.1,3,0,80.0,0.0,9.8,Moderate Risk,2,1
Moo-10255,2.5,4,45,0,150000,3.11,5.08,1.2,6.67,38.74,0.48,277.0,3.23,3.23,4.84,489,11.2,98.7,3,0,76.2,0.0,11.2,Low Risk,1,0
Moo-10256,3.0,1,287,0,30612,1.27,4.43,1.1,6.6,38.67,0.09,397.0,2.58,3.07,4.83,459,11.5,104.5,5,1,69.5,0.0,-1.0,No Risk,0,0
Moo-10257,5.0,2,72,0,750000,5.92,5.47,1.99,7.21,39.78,1.37,527.0,5.81,3.53,5.05,294,7.8,163.2,2,0,74.6,0.0,3.3,High Risk,3,1
Moo-10258,4.0,1,54,0,52193,2.12,4.88,1.03,6.64,38.27,0.17,400.0,3.56,3.11,4.88,539,11.9,96.5,3,1,71.7,0.0,-1.0,No Risk,0,0
Moo-10259,4.0,2,149,0,150000,3.27,4.92,1.24,6.64,38.78,0.42,283.0,3.9,3.31,4.5,415,11.6,120.3,3,1,72.5,0.0,11.2,Low Risk,1,0
Moo-10260,4.0,1,261,3,300000,4.18,5.53,1.36,6.95,38.84,0.85,285.5,4.12,3.62,4.73,352,8.8,133.2,1,1,80.8,0.0,6.1,Moderate Risk,2,1
Moo-10261,2.5,5,76,0,150000,2.7,5.09,1.24,6.69,38.88,0.37,271.0,3.7,3.54,4.74,438,10.5,106.0,3,0,73.3,0.0,11.9,Low Risk,1,0
Moo-10262,3.0,1,265,0,35709,1.51,4.91,1.11,6.55,38.25,0.06,486.0,4.33,3.33,4.9,460,11.7,99.5,5,1,71.8,4.7,-1.0,No Risk,0,0
Moo-10263,5.0,2,227,0,39415,1.75,4.72,1.06,6.51,38.54,0.21,256.0,3.92,4.35,4.79,476,12.4,104.8,4,1,77.3,31.6,-1.0,No Risk,0,0
Moo-10264,5.0,1,277,1,30783,1.23,4.79,1.03,6.59,38.27,0.06,273.0,4.39,3.38,4.63,458,11.3,94.3,5,1,74.1,12.8,-1.0,No Risk,0,0
Moo-10265,4.0,5,282,0,94607,2.8,4.76,1.01,6.63,38.64,0.08,280.0,5.0,4.0,4.71,500,10.9,101.0,4,1,70.3,0.0,-1.0,No Risk,0,0
Moo-10266,2.5,4,319,0,150000,2.83,5.05,1.23,6.84,39.17,0.29,197.0,3.79,3.6,4.99,424,9.2,106.9,2,1,72.8,27.3,11.7,Low Risk,1,0
Moo-10267,5.0,1,52,0,25000,0.65,4.83,1.02,6.6,38.65,0.12,370.0,4.8,3.46,4.51,486,11.5,101.0,4,1,74.6,16.3,-1.0,No Risk,0,0
Moo-10268,2.5,1,82,1,150000,3.46,5.22,1.19,6.71,38.73,0.55,341.0,3.97,3.32,5.08,472,10.9,109.5,4,1,74.9,0.0,11.8,Low Risk,1,0
Moo-10269,4.0,1,193,0,59279,1.94,4.73,1.09,6.58,38.79,0.09,333.0,3.15,3.35,4.84,475,11.5,98.1,4,1,69.2,1.8,-1.0,No Risk,0,0
Moo-10270,3.0,2,214,1,1619471,7.01,5.5,2.2,7.49,40.23,1.83,206.0,3.65,3.57,4.63,263,8.4,164.2,1,0,78.7,0.0,1.3,High Risk,3,1
Moo-10271,3.0,1,56,0,58273,1.98,4.81,1.02,6.58,38.1,0.2,347.0,5.37,3.39,5.03,517,11.9,97.1,5,1,71.5,0.0,-1.0,No Risk,0,0
Moo-10272,5.0,5,212,0,150000,2.74,5.17,1.18,6.67,38.87,0.28,212.0,3.51,3.32,4.72,429,10.0,94.2,2,1,72.1,0.9,13.9,Low Risk,1,0
Moo-10273,4.0,4,127,4,750000,5.5,6.31,1.64,7.17,40.49,1.78,285.5,4.12,3.62,4.73,289,7.9,123.6,2,1,79.5,0.0,1.2,High Risk,3,1
Moo-10274,4.0,2,246,1,50107,1.84,4.83,1.02,6.61,38.5,0.21,447.0,3.57,3.19,4.9,486,11.3,98.1,4,1,76.0,0.0,-1.0,No Risk,0,0
Moo-10275,3.0,1,137,0,96788,2.78,4.7,1.02,6.55,38.49,0.17,294.0,3.84,3.32,4.86,512,10.9,96.1,5,1,78.3,22.8,-1.0,No Risk,0,0
Moo-10276,4.0,2,215,0,150000,3.07,5.12,1.25,6.72,38.52,0.55,210.0,4.98,4.54,4.72,444,9.3,90.9,2,1,77.2,18.3,13.1,Low Risk,1,0
Moo-10277,5.0,3,122,0,68933,2.51,4.74,1.1,6.54,38.53,0.19,547.0,3.52,3.14,4.85,432,12.2,94.0,4,1,76.2,0.0,-1.0,No Risk,0,0
Moo-10278,3.0,4,239,0,62333,2.38,5.02,1.07,6.59,38.59,0.21,282.0,3.78,3.84,4.99,457,12.4,97.6,4,1,71.7,12.1,-1.0,No Risk,0,0
Moo-10279,2.5,4,36,1,750000,5.72,6.15,1.73,7.47,40.05,1.51,292.0,4.12,3.72,4.81,281,7.8,139.6,2,0,78.8,0.0,1.4,High Risk,3,1
Moo-10280,5.0,4,112,0,42079,1.75,4.46,1.14,6.54,38.46,0.1,307.0,3.88,3.91,4.64,525,11.2,98.0,4,1,78.8,12.5,-1.0,No Risk,0,0
