Date,Day_Index,Animal_ID,Species,Breed,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Ambient_Temp_C,Humidity_Pct,THI_Index,Bedding_Hygiene_Score,Teat_Dip_Compliance,Milking_Vacuum_Status,EC_Front_Left,EC_Front_Right,EC_Rear_Left,EC_Rear_Right,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Milk_Yield_Liters,Rumination_Minutes,Lying_Hours,Optical_SCC_Proxy,Somatic_Cell_Count_Actual,Days_To_Clinical_Onset,Suspected_Quarter,Will_Develop_Mastitis_in_14Days,Risk_Tier_Label,Risk_Tier_Code
2026-02-14,44,IN-DAIRY-1001,Cattle,HF_Cross,8,4,206,0,24.63,50.08,71.3,1,1,Fluctuating,6.947,4.786,5.064,5.039,5.459,1.452,6.813,39.23,15.57,400.6,9.4,1.794,461919,4,FL,1,Moderate Risk,2
2026-02-15,45,IN-DAIRY-1001,Cattle,HF_Cross,8,4,207,0,24.2,45.3,70.28,2,1,Stable,8.792,4.882,5.076,4.967,5.929,1.801,7.168,40.01,14.06,326.2,8.8,2.159,2515076,3,FL,1,High Risk,3
2026-02-16,46,IN-DAIRY-1001,Cattle,HF_Cross,8,4,208,0,27.68,60.6,76.66,3,1,Stable,8.559,4.751,4.956,4.96,5.807,1.801,7.143,40.34,12.57,283.2,9.9,2.114,2364411,2,FL,1,High Risk,3
2026-02-17,47,IN-DAIRY-1001,Cattle,HF_Cross,8,4,209,0,18.8,63.04,64.24,2,1,Stable,7.467,4.685,5.11,5.087,5.587,1.594,7.262,40.23,14.39,297.8,7.5,2.062,1994013,1,FL,1,High Risk,3
2026-02-18,48,IN-DAIRY-1001,Cattle,HF_Cross,8,4,210,0,23.82,54.93,70.69,3,1,Stable,8.08,4.619,5.156,4.941,5.699,1.749,7.044,40.54,11.62,359.1,9.0,2.129,2048821,0,FL,1,High Risk,3
2026-02-19,49,IN-DAIRY-1001,Cattle,HF_Cross,8,4,211,0,24.57,70.75,73.29,3,1,Stable,4.766,4.764,5.161,5.003,4.923,1.083,6.584,38.34,15.2,477.4,11.8,1.92,618016,-1,None,0,Moderate Risk,2
2026-02-20,50,IN-DAIRY-1001,Cattle,HF_Cross,8,4,212,0,33.2,57.89,83.94,1,1,Stable,4.64,4.823,5.118,4.928,4.877,1.103,6.611,38.84,14.37,493.2,11.2,1.97,678567,-2,None,0,Moderate Risk,2
2026-02-21,51,IN-DAIRY-1001,Cattle,HF_Cross,8,4,213,0,26.76,48.09,73.84,3,1,Stable,4.792,4.835,4.997,4.947,4.893,1.043,6.604,38.42,15.63,470.0,11.6,2.004,636241,-3,None,0,Moderate Risk,2
2026-02-22,52,IN-DAIRY-1001,Cattle,HF_Cross,8,4,214,0,25.01,57.85,72.62,3,1,Stable,4.662,4.743,5.107,4.915,4.857,1.095,6.597,38.45,17.85,492.9,11.5,1.526,43976,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1001,Cattle,HF_Cross,8,4,215,0,25.34,63.8,73.71,2,1,Stable,4.565,4.717,5.077,4.998,4.839,1.112,6.536,38.3,18.04,490.2,12.0,1.477,54584,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1001,Cattle,HF_Cross,8,4,216,0,26.46,56.03,74.4,3,0,Stable,4.666,4.682,5.035,4.967,4.837,1.079,6.549,38.53,17.9,479.5,10.9,1.631,38167,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1001,Cattle,HF_Cross,8,4,217,0,23.42,46.21,69.38,5,0,Stable,4.866,4.835,5.048,4.878,4.907,1.044,6.588,38.3,17.9,486.1,11.4,1.671,55742,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1001,Cattle,HF_Cross,8,4,218,0,25.39,69.69,74.42,4,1,Fluctuating,4.707,4.835,5.08,4.838,4.865,1.079,6.563,38.39,18.32,505.5,11.3,1.499,65793,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1001,Cattle,HF_Cross,8,4,219,0,36.21,76.9,92.2,5,1,Stable,4.743,4.865,5.178,4.964,4.937,1.092,6.587,38.99,17.8,464.5,12.1,1.588,63310,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1001,Cattle,HF_Cross,8,4,220,0,30.0,78.26,82.65,2,1,Stable,4.779,4.821,5.125,5.038,4.941,1.073,6.605,38.8,17.32,474.3,11.4,1.629,51191,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1001,Cattle,HF_Cross,8,4,221,0,29.63,73.25,81.31,1,1,Stable,4.578,4.615,5.069,4.936,4.8,1.107,6.599,38.76,16.84,468.2,11.6,1.62,78240,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,158,0,29.84,76.75,82.17,4,1,Stable,4.641,5.032,4.845,5.158,4.919,1.112,6.582,38.47,13.94,452.5,13.8,1.492,42373,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,159,0,26.38,81.3,77.27,5,1,Stable,4.717,4.892,4.704,5.112,4.856,1.087,6.559,38.65,15.28,460.1,13.2,1.637,68806,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,160,0,29.27,78.48,81.53,3,0,Stable,4.501,4.849,4.842,5.092,4.821,1.131,6.616,38.68,14.17,457.2,12.9,1.567,62155,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,161,0,29.68,81.22,82.59,2,1,Stable,4.619,4.751,4.825,5.049,4.811,1.093,6.58,38.55,14.44,462.8,13.0,1.565,104849,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,162,0,34.57,72.69,88.79,4,1,Stable,4.704,5.005,4.819,5.021,4.887,1.067,6.559,38.88,14.69,448.2,12.7,1.67,85328,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,163,0,31.61,90.81,87.33,1,1,Stable,4.658,4.997,4.805,5.128,4.897,1.101,6.538,38.57,14.16,431.9,13.4,1.577,62575,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,164,0,30.25,80.38,83.38,1,1,Stable,4.631,4.842,4.73,4.953,4.789,1.07,6.646,38.72,15.0,433.4,13.2,1.671,78783,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,165,0,34.66,79.06,90.2,4,1,Stable,4.715,4.907,4.795,5.079,4.874,1.077,6.567,38.69,14.25,454.6,12.9,1.579,40615,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,166,0,37.19,94.44,97.69,3,1,Stable,4.705,4.875,4.894,5.075,4.887,1.079,6.59,38.72,14.42,439.2,13.2,1.556,66718,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,167,0,35.86,69.59,90.1,3,1,Stable,4.668,4.819,4.826,5.047,4.84,1.081,6.602,38.55,14.18,438.0,13.3,1.614,66996,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,168,0,33.6,65.61,85.96,3,1,Fluctuating,4.728,4.941,4.76,5.087,4.879,1.076,6.555,38.79,14.33,446.3,13.0,1.558,62812,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,169,0,24.79,74.91,74.06,5,1,Stable,4.645,4.904,4.781,5.098,4.857,1.097,6.604,38.23,14.76,477.5,13.4,1.618,73556,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,170,0,33.93,77.74,88.79,3,1,Stable,4.697,4.978,4.918,5.083,4.919,1.082,6.595,38.77,14.22,437.9,13.4,1.545,68336,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,171,0,31.03,79.71,84.52,2,1,Fluctuating,4.701,4.712,4.987,4.997,4.849,1.063,6.626,38.59,13.45,449.7,12.2,1.648,59766,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,172,0,32.12,76.62,85.73,2,0,Stable,4.565,5.001,4.962,5.013,4.885,1.098,6.574,38.72,14.09,417.1,13.6,1.561,70571,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,173,0,37.25,67.51,91.71,4,0,Stable,4.588,5.004,4.697,5.063,4.838,1.103,6.585,38.54,14.56,441.4,12.3,1.536,50813,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,174,0,36.64,71.33,91.65,3,1,Stable,4.638,4.998,4.961,5.25,4.962,1.132,6.563,38.77,13.92,436.4,12.9,1.61,83083,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,175,0,32.88,68.08,85.36,4,1,Stable,4.579,4.858,4.972,5.103,4.878,1.114,6.578,38.54,13.82,467.1,12.5,1.668,78964,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,176,0,30.64,59.48,80.66,3,1,Stable,4.512,4.955,4.801,5.239,4.877,1.161,6.598,38.54,14.68,453.2,12.8,1.613,62038,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,177,0,30.24,72.16,82.08,5,1,Stable,4.669,4.928,4.822,5.107,4.881,1.094,6.637,38.74,13.28,429.4,13.2,1.573,55903,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,178,0,26.74,47.37,73.73,5,1,Stable,4.672,4.919,4.913,5.084,4.897,1.088,6.589,38.52,15.6,468.1,12.5,1.694,62070,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,179,0,27.12,60.62,75.87,3,1,Fluctuating,4.627,4.991,4.908,4.936,4.866,1.079,6.582,38.46,14.48,481.3,12.9,1.609,66511,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,180,0,32.54,59.58,83.33,2,1,Stable,4.622,4.842,4.818,5.112,4.848,1.106,6.55,38.56,13.97,450.1,13.3,1.544,52887,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,181,0,30.45,65.63,81.37,2,1,Fluctuating,4.72,4.966,4.798,5.093,4.894,1.079,6.6,38.6,14.07,466.1,12.9,1.551,71341,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,182,0,32.42,52.23,81.86,3,1,Stable,4.788,4.954,4.891,5.224,4.964,1.091,6.599,38.51,14.72,433.9,13.1,1.575,65750,-1,None,0,No Risk,0
2026-01-26,25,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,183,0,28.74,61.39,78.26,3,1,Stable,4.491,5.1,4.782,5.118,4.873,1.139,6.545,38.53,14.58,484.0,13.7,1.636,77027,-1,None,0,No Risk,0
2026-01-27,26,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,184,0,29.56,66.23,80.15,3,0,Stable,4.712,5.061,4.76,5.111,4.911,1.085,6.624,38.55,14.15,445.7,13.7,1.601,57485,-1,None,0,No Risk,0
2026-01-28,27,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,185,0,30.87,71.24,82.89,3,0,Stable,4.695,4.868,4.879,5.14,4.895,1.095,6.581,38.61,14.27,453.8,12.9,1.593,97864,-1,None,0,No Risk,0
2026-01-29,28,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,186,0,29.22,72.48,80.58,3,1,Fluctuating,4.641,4.752,4.9,5.0,4.823,1.077,6.566,38.73,13.46,451.1,11.9,1.635,90088,-1,None,0,No Risk,0
2026-01-30,29,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,187,0,28.17,67.61,78.3,4,0,Fluctuating,4.633,5.029,4.862,5.316,4.96,1.148,6.589,38.58,12.94,445.3,13.0,1.652,76867,-1,None,0,No Risk,0
2026-01-31,30,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,188,0,33.59,61.56,85.18,3,1,Stable,4.597,4.872,4.886,5.043,4.85,1.097,6.617,38.71,13.88,446.7,12.5,1.608,43111,-1,None,0,No Risk,0
2026-02-01,31,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,189,0,28.85,64.06,78.81,3,1,Stable,4.697,4.989,4.875,4.944,4.877,1.062,6.608,38.55,13.84,467.8,12.5,1.59,52934,-1,None,0,No Risk,0
2026-02-02,32,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,190,0,22.3,59.6,68.99,3,1,Stable,4.466,4.859,4.766,5.173,4.816,1.158,6.601,38.39,15.1,424.7,12.7,1.608,63225,-1,None,0,No Risk,0
2026-02-03,33,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,191,0,29.49,42.2,76.47,3,1,Stable,4.798,4.924,4.8,4.983,4.876,1.039,6.624,38.54,13.62,438.5,12.6,1.646,79199,-1,None,0,No Risk,0
2026-02-04,34,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,192,0,28.09,68.55,78.32,4,1,Stable,4.591,4.996,4.869,4.899,4.839,1.088,6.597,38.64,14.2,440.7,12.9,1.574,52797,-1,None,0,No Risk,0
2026-02-05,35,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,193,0,28.66,55.94,77.39,3,1,Stable,4.709,5.027,4.853,4.983,4.893,1.067,6.608,38.67,14.03,471.8,12.8,1.678,78678,-1,None,0,No Risk,0
2026-02-06,36,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,194,0,30.45,54.32,79.57,4,1,Stable,4.673,4.8,4.934,5.059,4.866,1.083,6.582,38.63,13.54,439.9,11.9,1.618,89892,-1,None,0,No Risk,0
2026-02-07,37,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,195,0,26.8,51.31,74.29,2,1,Stable,4.654,5.007,4.594,4.995,4.813,1.09,6.562,38.48,15.03,464.7,13.2,1.583,65523,-1,None,0,No Risk,0
2026-02-08,38,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,196,0,26.16,60.66,74.53,3,0,Stable,4.767,4.833,4.835,5.009,4.861,1.051,6.598,38.11,14.88,487.6,12.0,1.624,56907,-1,None,0,No Risk,0
2026-02-09,39,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,197,0,23.85,68.12,71.96,4,1,Stable,4.597,4.844,4.986,5.098,4.881,1.109,6.566,38.36,13.74,472.3,13.5,1.534,52992,-1,None,0,No Risk,0
2026-02-10,40,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,198,0,30.49,46.18,78.33,3,0,Fluctuating,4.727,5.013,4.993,5.169,4.976,1.093,6.587,38.69,14.43,443.6,12.4,1.497,65400,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,199,0,32.29,60.71,83.18,4,1,Stable,4.755,5.016,4.724,5.104,4.9,1.081,6.608,38.63,14.09,454.0,13.0,1.555,57727,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,200,0,26.88,55.25,74.87,2,1,Fluctuating,4.687,5.033,4.857,5.093,4.918,1.087,6.592,38.5,15.14,445.7,12.8,1.502,41282,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,201,0,26.04,54.09,73.6,4,1,Fluctuating,4.558,4.858,4.734,5.032,4.795,1.104,6.589,38.44,13.92,482.6,12.5,1.593,110455,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,202,0,20.61,52.29,66.19,3,1,Stable,4.67,4.859,4.911,5.071,4.878,1.086,6.629,38.48,13.35,443.8,12.3,1.518,57394,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,203,0,28.51,58.01,77.47,3,0,Stable,4.623,4.903,4.839,5.069,4.859,1.097,6.611,38.55,14.0,446.9,12.9,1.56,75701,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,204,0,23.86,59.5,71.17,3,0,Stable,4.637,4.843,4.979,5.018,4.87,1.082,6.597,38.45,14.07,469.8,13.2,1.584,52387,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,205,0,23.74,61.42,71.18,3,1,Stable,4.643,4.833,4.878,5.122,4.869,1.103,6.558,38.33,14.91,490.8,13.1,1.611,62384,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,206,0,25.6,58.12,73.45,2,1,Stable,4.698,4.957,4.791,5.082,4.882,1.082,6.558,38.49,14.17,453.8,12.1,1.614,55298,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,207,0,29.37,63.0,79.4,3,1,Stable,4.59,4.971,4.829,5.099,4.872,1.111,6.548,38.74,13.33,427.8,12.7,1.598,58226,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,208,0,26.02,57.86,74.01,4,1,Stable,4.646,4.847,4.771,5.136,4.85,1.106,6.587,38.36,14.89,467.9,12.8,1.545,55848,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,209,0,22.7,51.58,68.91,2,1,Stable,4.569,4.946,4.799,5.224,4.884,1.143,6.564,38.39,14.39,460.2,13.6,1.583,62535,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,210,0,26.19,57.85,74.24,3,0,Fluctuating,4.655,5.052,4.835,5.193,4.934,1.116,6.617,38.24,14.34,462.2,13.3,1.643,91358,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,211,0,17.95,62.47,63.01,5,1,Stable,4.726,4.889,4.891,5.154,4.915,1.091,6.593,38.41,13.56,453.0,12.1,1.645,35919,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,212,0,27.78,70.83,78.16,3,1,Stable,4.59,4.874,4.716,5.075,4.814,1.106,6.594,38.7,13.81,431.1,12.6,1.71,84242,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,213,0,28.77,78.61,80.75,4,1,Stable,4.7,4.927,4.975,5.146,4.937,1.095,6.609,38.59,13.2,457.4,12.9,1.663,57335,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,214,0,25.94,69.89,75.27,2,0,Fluctuating,4.59,5.0,4.793,4.892,4.818,1.089,6.635,38.42,14.95,468.1,12.9,1.603,47695,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,215,0,27.63,57.03,76.13,4,0,Fluctuating,4.567,4.91,4.952,5.036,4.866,1.103,6.551,38.56,13.22,439.1,12.2,1.546,41830,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,216,0,25.94,83.04,76.76,2,1,Stable,4.665,5.147,4.881,5.036,4.932,1.103,6.647,38.68,13.28,437.7,12.1,1.535,78393,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1002,Cattle,Jersey_Cross,4,4,217,0,25.51,77.49,75.45,2,1,Stable,4.654,4.939,4.883,5.017,4.873,1.078,6.562,38.23,13.64,459.7,13.2,1.647,65003,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1003,Cattle,HF_Cross,8,2,87,1,29.44,84.93,82.75,4,0,Stable,5.121,4.685,5.222,5.07,5.025,1.115,6.562,39.05,16.17,467.0,10.6,1.557,46279,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1003,Cattle,HF_Cross,8,2,88,1,28.63,95.0,82.83,3,1,Fluctuating,5.109,4.635,5.193,5.051,4.997,1.12,6.585,38.89,16.75,473.5,9.9,1.589,63256,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1003,Cattle,HF_Cross,8,2,89,1,31.88,87.75,87.28,3,0,Stable,5.154,4.691,5.339,5.0,5.046,1.138,6.611,38.95,16.43,453.8,9.9,1.549,64424,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1003,Cattle,HF_Cross,8,2,90,1,30.85,84.78,85.05,4,1,Fluctuating,5.085,4.693,5.218,4.987,4.996,1.112,6.603,38.94,16.1,480.9,10.1,1.617,64632,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1003,Cattle,HF_Cross,8,2,91,1,31.25,70.69,83.37,4,0,Stable,5.142,4.806,5.097,5.023,5.017,1.07,6.564,38.75,17.0,482.8,10.5,1.537,52400,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1003,Cattle,HF_Cross,8,2,92,1,28.63,91.38,82.32,1,1,Stable,5.183,4.572,5.161,4.888,4.951,1.134,6.669,39.1,16.22,500.6,10.0,1.56,60926,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1003,Cattle,HF_Cross,8,2,93,1,32.66,64.49,84.38,1,0,Stable,5.002,4.616,5.234,4.967,4.955,1.134,6.576,38.8,16.18,459.9,9.3,1.582,61375,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1003,Cattle,HF_Cross,8,2,94,1,29.78,68.69,80.85,4,1,Stable,5.144,4.629,4.985,5.039,4.949,1.111,6.602,38.92,16.67,481.3,9.5,1.503,35278,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1003,Cattle,HF_Cross,8,2,95,1,35.62,79.24,91.77,4,1,Stable,5.071,4.681,5.236,4.951,4.985,1.119,6.655,38.72,16.43,474.1,10.8,1.449,49981,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1003,Cattle,HF_Cross,8,2,96,1,28.03,69.07,78.3,1,0,Stable,5.192,4.659,5.176,5.064,5.023,1.114,6.637,38.94,16.1,450.4,11.0,1.634,51226,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1003,Cattle,HF_Cross,8,2,97,1,30.99,68.45,82.61,1,1,Stable,5.146,4.587,5.135,5.024,4.973,1.122,6.578,38.94,16.19,476.3,10.3,1.54,58115,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1003,Cattle,HF_Cross,8,2,98,1,36.8,74.34,92.56,1,1,Stable,5.079,4.69,5.1,5.042,4.978,1.087,6.594,38.82,16.05,473.9,9.8,1.55,60116,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1003,Cattle,HF_Cross,8,2,99,1,28.4,81.34,80.55,2,1,Stable,5.165,4.649,5.353,5.077,5.061,1.151,6.626,38.81,16.37,504.3,9.9,1.69,65564,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1003,Cattle,HF_Cross,8,2,100,1,33.88,65.26,86.3,2,1,Stable,4.982,4.733,5.162,5.097,4.993,1.091,6.621,38.96,16.29,457.7,9.7,1.547,38785,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1003,Cattle,HF_Cross,8,2,101,1,30.08,73.6,82.06,1,1,Stable,4.888,4.758,5.156,5.218,5.005,1.097,6.657,38.66,16.87,478.4,9.5,1.713,63670,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1003,Cattle,HF_Cross,8,2,102,1,33.02,71.33,86.17,2,1,Stable,5.168,4.854,5.196,4.904,5.031,1.071,6.63,38.99,16.6,455.6,10.2,1.644,54410,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1003,Cattle,HF_Cross,8,2,103,1,30.84,70.98,82.8,2,1,Fluctuating,5.119,4.752,5.11,4.937,4.98,1.077,6.622,38.93,16.15,488.2,9.7,1.636,71034,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1003,Cattle,HF_Cross,8,2,104,1,29.26,61.84,79.08,1,1,Stable,5.119,4.758,5.267,5.126,5.067,1.107,6.626,38.99,16.88,475.8,10.9,1.563,56427,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1003,Cattle,HF_Cross,8,2,105,1,29.39,71.42,80.68,1,1,Stable,5.149,4.67,5.201,4.91,4.982,1.114,6.564,38.98,16.58,489.8,10.3,1.594,65780,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1003,Cattle,HF_Cross,8,2,106,1,33.22,66.06,85.48,2,1,Stable,5.174,4.682,5.228,5.018,5.026,1.117,6.61,38.67,16.48,475.6,10.5,1.651,68589,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1003,Cattle,HF_Cross,8,2,107,1,29.61,58.35,79.04,4,1,Stable,5.138,4.669,5.286,5.002,5.024,1.132,6.577,38.74,16.33,494.6,10.0,1.547,44889,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1003,Cattle,HF_Cross,8,2,108,1,33.44,65.14,85.63,3,1,Stable,5.216,4.656,5.345,5.1,5.079,1.148,6.621,38.79,15.74,496.9,9.9,1.651,76445,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1003,Cattle,HF_Cross,8,2,109,1,31.26,75.53,84.2,5,1,Stable,5.182,4.653,5.056,4.986,4.969,1.114,6.556,38.72,16.4,487.2,10.3,1.58,79314,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1003,Cattle,HF_Cross,8,2,110,1,29.1,69.31,79.93,4,0,Stable,5.154,4.645,5.071,5.051,4.98,1.11,6.623,38.77,16.33,500.3,9.5,1.656,80866,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1003,Cattle,HF_Cross,8,2,111,1,29.6,72.31,81.13,5,1,Stable,5.193,4.667,5.24,5.053,5.038,1.123,6.654,38.73,16.39,484.1,9.8,1.612,52641,-1,None,0,No Risk,0
2026-01-26,25,IN-DAIRY-1003,Cattle,HF_Cross,8,2,112,1,26.11,70.65,75.62,3,1,Stable,5.124,4.601,5.237,5.035,4.999,1.138,6.543,38.47,17.59,484.5,11.1,1.544,52555,-1,None,0,No Risk,0
2026-01-27,26,IN-DAIRY-1003,Cattle,HF_Cross,8,2,113,1,30.17,58.4,79.83,2,1,Stable,5.083,4.643,5.218,5.157,5.025,1.124,6.601,38.84,16.07,490.3,9.9,1.576,48550,-1,None,0,No Risk,0
2026-01-28,27,IN-DAIRY-1003,Cattle,HF_Cross,8,2,114,1,25.13,67.51,73.8,2,1,Fluctuating,5.209,4.673,5.322,4.914,5.029,1.139,6.51,38.6,16.68,466.8,10.3,1.603,91435,-1,None,0,No Risk,0
2026-01-29,28,IN-DAIRY-1003,Cattle,HF_Cross,8,2,115,1,26.16,51.62,73.48,2,1,Stable,4.997,4.648,5.325,5.069,5.01,1.146,6.621,38.69,16.33,489.3,9.6,1.708,88028,-1,None,0,No Risk,0
2026-01-30,29,IN-DAIRY-1003,Cattle,HF_Cross,8,2,116,1,25.16,57.25,72.75,3,0,Fluctuating,5.09,4.697,5.102,5.016,4.976,1.086,6.633,38.56,16.78,497.1,9.5,1.581,56041,-1,None,0,No Risk,0
2026-01-31,30,IN-DAIRY-1003,Cattle,HF_Cross,8,2,117,1,31.25,55.28,80.81,2,1,Stable,5.122,4.694,5.246,4.982,5.011,1.118,6.654,38.99,15.66,490.4,10.2,1.535,54053,-1,None,0,No Risk,0
