"herd","timepoint","breed","quarter","cow_nid","parity","calving_date","DIM","SCC","DSCC","treatment","yield_tot","log_scc"
"castello","1","holstein",1,"castello_1301","2",2019-02-07,292,21,40.9,"antibiotico",7524,3.04452243772342
"castello","1","holstein",2,"castello_1301","2",2019-02-07,292,383,63.6,"antibiotico",7524,5.94803498918065
"castello","1","holstein",3,"castello_1301","2",2019-02-07,292,31,63,"antibiotico",7524,3.43398720448515
"castello","1","holstein",4,"castello_1301","3",2019-02-07,292,23,53.9,"antibiotico",NA,3.13549421592915
"castello","1","holstein",1,"castello_1312","2",2019-06-16,292,40,66.4,"sigillante",9801,3.68887945411394
"castello","1","holstein",2,"castello_1312","2",2019-06-16,292,62,67.1,"sigillante",9801,4.12713438504509
"castello","1","holstein",3,"castello_1312","2",2019-06-16,292,17,63.3,"sigillante",9801,2.83321334405622
"castello","1","holstein",4,"castello_1312","2",2019-06-16,292,21,57.3,"sigillante",9801,3.04452243772342
"castello","1","holstein",1,"castello_1328","2",2019-03-15,292,203,64.4,"antibiotico",NA,5.31320597904179
"castello","1","holstein",2,"castello_1328","2",2019-03-15,292,154,48.7,"sigillante",NA,5.03695260241363
"castello","1","holstein",3,"castello_1328","2",2019-03-15,292,164,52.8,"sigillante",NA,5.0998664278242
"castello","1","holstein",4,"castello_1328","2",2019-03-15,292,83,48.1,"sigillante",NA,4.4188406077966
"castello","1","holstein",1,"castello_1409","2",2019-06-28,292,399,70.7,"antibiotico",NA,5.98896141688986
"castello","1","holstein",2,"castello_1409","2",2019-06-28,292,224,55.7,"antibiotico",NA,5.41164605185504
"castello","1","holstein",3,"castello_1409","2",2019-06-28,292,27,48.1,"antibiotico",NA,3.29583686600433
"castello","1","holstein",4,"castello_1409","2",2019-06-28,292,261,78.6,"antibiotico",NA,5.56452040732269
"castello","1","holstein",1,"castello_1450","2",2019-08-10,292,18,46.7,"sigillante",10873,2.89037175789616
"castello","1","holstein",2,"castello_1450","2",2019-08-10,292,24,46.6,"sigillante",10873,3.17805383034795
"castello","1","holstein",3,"castello_1450","2",2019-08-10,292,98,65,"sigillante",10873,4.58496747867057
"castello","1","holstein",4,"castello_1450","2",2019-08-10,292,85,69.4,"sigillante",10873,4.44265125649032
"castello","1","holstein",1,"castello_1576","2",2019-11-12,292,794,79.1,"antibiotico",NA,6.67708346124714
"castello","1","holstein",2,"castello_1576","2",2019-11-12,292,7905,82.8,"antibiotico",NA,8.97525074964357
"castello","1","holstein",4,"castello_1576","2",2019-11-12,292,2741,76.5,"antibiotico",NA,7.91607809630279
"castello","1","holstein",2,"castello_6411","4",2019-05-15,292,365,64.7,"antibiotico",NA,5.89989735358249
"castello","1","holstein",4,"castello_6411","4",2019-05-15,292,260,58.6,"antibiotico",NA,5.56068163101553
"castello","1","holstein",1,"castello_6679","3",2019-11-08,292,1105,61.2,"antibiotico",NA,7.00760061395185
"castello","1","holstein",2,"castello_6679","3",2019-11-08,292,175,55,"antibiotico",NA,5.16478597392351
"castello","1","holstein",3,"castello_6679","3",2019-11-08,292,202,58.9,"antibiotico",NA,5.30826769740121
"castello","1","holstein",4,"castello_6679","3",2019-11-08,292,135,59.9,"antibiotico",NA,4.90527477843843
"castello","1","holstein",1,"castello_6734","2",2019-02-13,292,217,60.1,"antibiotico",9084,5.37989735354046
"castello","1","holstein",2,"castello_6734","2",2019-02-13,292,398,56.3,"antibiotico",9084,5.98645200528444
"castello","1","holstein",3,"castello_6734","2",2019-02-13,292,52,68.3,"antibiotico",9084,3.95124371858143
"castello","1","holstein",4,"castello_6734","2",2019-02-13,292,130,75.1,"antibiotico",9084,4.86753445045558
"castello","1","holstein",1,"castello_6831","2",2019-03-28,292,359,75,"antibiotico",9723,5.88332238848828
"castello","1","holstein",2,"castello_6831","2",2019-03-28,292,86,70.7,"antibiotico",9723,4.45434729625351
"castello","1","holstein",3,"castello_6831","2",2019-03-28,292,33,67.1,"antibiotico",9723,3.49650756146648
"castello","1","holstein",4,"castello_6831","2",2019-03-28,292,102,73.9,"antibiotico",9723,4.62497281328427
"castello","1","holstein",2,"castello_6835","2",2019-03-31,292,46,43.9,"sigillante",NA,3.8286413964891
"castello","1","holstein",3,"castello_6835","2",2019-03-31,292,56,62.5,"sigillante",NA,4.02535169073515
"castello","1","holstein",4,"castello_6835","2",2019-03-31,292,58,56.1,"sigillante",NA,4.06044301054642
"castello","1","holstein",2,"castello_6865","2",2019-06-14,292,33,54.5,"sigillante",NA,3.49650756146648
"castello","1","holstein",4,"castello_6865","2",2019-06-14,292,46,48.4,"sigillante",NA,3.8286413964891
"castello","1","holstein",1,"castello_9957","3",2019-05-09,292,4201,65.4,"antibiotico",7607,8.34307787116938
"castello","1","holstein",2,"castello_9957","3",2019-05-09,292,1452,60.6,"antibiotico",7607,7.28069719538474
"castello","1","holstein",3,"castello_9957","3",2019-05-09,292,1374,62.4,"antibiotico",7607,7.22548147278229
"castello","1","holstein",4,"castello_9957","3",2019-05-09,292,542,59.9,"antibiotico",7607,6.29526600143965
"castello","1","holstein",1,"castello_9975","4",2019-12-03,292,201,56.4,"antibiotico",NA,5.30330490805908
"castello","1","holstein",2,"castello_9975","4",2019-12-03,292,670,50.4,"antibiotico",NA,6.50727771238501
"castello","1","holstein",3,"castello_9975","4",2019-12-03,292,333,62.4,"antibiotico",NA,5.80814248998044
"castello","1","holstein",4,"castello_9975","4",2019-12-03,292,109,50.7,"antibiotico",NA,4.69134788222914
"castello","1","holstein",1,"castello_1080","3",2019-03-15,293,315,21,"antibiotico",11231,5.75257263882563
"castello","1","holstein",3,"castello_1080","3",2019-03-15,293,294,65.1,"antibiotico",11231,5.68357976733868
"castello","1","holstein",4,"castello_1080","3",2019-03-15,293,91,48,"antibiotico",11231,4.51085950651685
"castello","1","holstein",1,"castello_1351","2",2019-05-06,293,126,54.9,"sigillante",13243,4.83628190695148
"castello","1","holstein",2,"castello_1351","2",2019-05-06,293,92,66.4,"sigillante",13243,4.52178857704904
"castello","1","holstein",3,"castello_1351","2",2019-05-06,293,23,50.3,"sigillante",13243,3.13549421592915
"castello","1","holstein",4,"castello_1351","2",2019-05-06,293,44,57.9,"sigillante",13243,3.78418963391826
"castello","1","holstein",1,"castello_1369","2",2019-05-18,293,27,38.5,"sigillante",5996,3.29583686600433
"castello","1","holstein",2,"castello_1369","2",2019-05-18,293,15,51,"sigillante",5996,2.70805020110221
"castello","1","holstein",3,"castello_1369","2",2019-05-18,293,13,53.3,"sigillante",5996,2.56494935746154
"castello","1","holstein",4,"castello_1369","2",2019-05-18,293,21,38,"sigillante",5996,3.04452243772342
"castello","1","holstein",1,"castello_1387","2",2019-07-21,293,421,75.8,"antibiotico",10539,6.04263283368238
"castello","1","holstein",2,"castello_1387","2",2019-07-21,293,23,46.2,"antibiotico",10539,3.13549421592915
"castello","1","holstein",3,"castello_1387","2",2019-07-21,293,141,80.3,"antibiotico",10539,4.94875989037817
"castello","1","holstein",4,"castello_1387","2",2019-07-21,293,20,47.8,"antibiotico",10539,2.99573227355399
"castello","1","holstein",1,"castello_1408","2",2019-06-11,293,2261,72.7,"antibiotico",5367,7.72356247227797
"castello","1","holstein",2,"castello_1408","2",2019-06-11,293,482,68.6,"antibiotico",5367,6.1779441140506
"castello","1","holstein",3,"castello_1408","2",2019-06-11,293,430,64,"antibiotico",5367,6.06378520868761
"castello","1","holstein",4,"castello_1408","2",2019-06-11,293,95,54.6,"antibiotico",5367,4.55387689160054
"castello","1","holstein",1,"castello_1424","2",2019-08-08,293,23,33.8,"sigillante",6632,3.13549421592915
"castello","1","holstein",2,"castello_1424","2",2019-08-08,293,37,45.5,"sigillante",6632,3.61091791264422
"castello","1","holstein",3,"castello_1424","2",2019-08-08,293,31,52.8,"sigillante",6632,3.43398720448515
"castello","1","holstein",4,"castello_1424","2",2019-08-08,293,41,44,"sigillante",6632,3.71357206670431
"castello","1","holstein",1,"castello_1452","2",2019-08-30,293,368,82.7,"antibiotico",9480,5.90808293816893
"castello","1","holstein",2,"castello_1452","2",2019-08-30,293,418,86.5,"antibiotico",9480,6.03548143252476
"castello","1","holstein",3,"castello_1452","2",2019-08-30,293,18,57.3,"antibiotico",9480,2.89037175789616
"castello","1","holstein",4,"castello_1452","2",2019-08-30,293,268,83.6,"antibiotico",9480,5.59098698051086
"castello","1","holstein",1,"castello_6478","4",2019-11-26,293,229,67.2,"antibiotico",NA,5.43372200355424
"castello","1","holstein",2,"castello_6478","4",2019-11-26,293,735,66.6,"antibiotico",NA,6.59987049921284
"castello","1","holstein",3,"castello_6478","4",2019-11-26,293,2222,69.8,"antibiotico",NA,7.70616297019958
"castello","1","holstein",4,"castello_6478","4",2019-11-26,293,716,47.1,"antibiotico",NA,6.57368016696065
"castello","1","holstein",1,"castello_6594","3",2019-02-14,293,214,51.3,"antibiotico",8411,5.36597601502185
"castello","1","holstein",2,"castello_6594","3",2019-02-14,293,31,36.3,"antibiotico",8411,3.43398720448515
"castello","1","holstein",3,"castello_6594","3",2019-02-14,293,320,58.6,"antibiotico",8411,5.76832099579377
"castello","1","holstein",4,"castello_6594","3",2019-02-14,293,1483,50.4,"antibiotico",8411,7.30182234213793
"castello","1","holstein",1,"castello_6642","3",2019-07-01,293,357,71,"antibiotico",9191,5.87773578177964
"castello","1","holstein",2,"castello_6642","3",2019-07-01,293,330,70.6,"antibiotico",9191,5.79909265446053
"castello","1","holstein",4,"castello_6642","3",2019-07-01,293,6044,80,"antibiotico",9191,8.70682132339263
"castello","1","holstein",1,"castello_6756","2",2019-01-12,293,22,46.9,"sigillante",NA,3.09104245335832
"castello","1","holstein",2,"castello_6756","2",2019-01-12,293,33,36.7,"sigillante",NA,3.49650756146648
"castello","1","holstein",3,"castello_6756","2",2019-01-12,293,1072,84.2,"antibiotico",NA,6.97728134163075
"castello","1","holstein",4,"castello_6756","2",2019-01-12,293,301,70.7,"antibiotico",NA,5.70711026474888
"castello","1","holstein",1,"castello_6774","2",2019-02-11,293,278,38.1,"antibiotico",8533,5.62762111369064
"castello","1","holstein",2,"castello_6774","2",2019-02-11,293,45,58.5,"sigillante",8533,3.80666248977032
"castello","1","holstein",3,"castello_6774","2",2019-02-11,293,263,62.5,"sigillante",8533,5.57215403217776
"castello","1","holstein",4,"castello_6774","2",2019-02-11,293,1980,35.9,"antibiotico",8533,7.59085212368858
"castello","1","holstein",1,"castello_9985","4",2019-11-06,293,238,63.2,"antibiotico",NA,5.47227067367148
"castello","1","holstein",2,"castello_9985","4",2019-11-06,293,386,70.9,"antibiotico",NA,5.95583736946483
"castello","1","holstein",3,"castello_9985","4",2019-11-06,293,35,40.3,"antibiotico",NA,3.55534806148941
"castello","1","holstein",4,"castello_9985","4",2019-11-06,293,66,67.6,"antibiotico",NA,4.18965474202643
"castello","1","holstein",1,"castello_1270","2",2019-06-06,294,105,84.7,"antibiotico",8175,4.65396035015752
"castello","1","holstein",2,"castello_1270","2",2019-06-06,294,112,70.9,"antibiotico",8175,4.71849887129509
"castello","1","holstein",3,"castello_1270","2",2019-06-06,294,105,70.8,"antibiotico",8175,4.65396035015752
"castello","1","holstein",4,"castello_1270","2",2019-06-06,294,76,78,"antibiotico",8175,4.33073334028633
"castello","1","holstein",1,"castello_1349","2",2019-06-24,294,109,73,"antibiotico",9833,4.69134788222914
"castello","1","holstein",2,"castello_1349","2",2019-06-24,294,16,43.2,"antibiotico",9833,2.77258872223978
"castello","1","holstein",3,"castello_1349","2",2019-06-24,294,204,74.3,"antibiotico",9833,5.31811999384422
"castello","1","holstein",4,"castello_1349","2",2019-06-24,294,17,30.2,"antibiotico",9833,2.83321334405622
"castello","1","holstein",1,"castello_6615","3",2019-04-15,294,1930,61.1,"antibiotico",10563,7.56527528189893
"castello","1","holstein",2,"castello_6615","3",2019-04-15,294,555,11.3,"antibiotico",10563,6.31896811374643
"castello","1","holstein",3,"castello_6615","3",2019-04-15,294,1049,49.8,"antibiotico",10563,6.9555926083963
"castello","1","holstein",4,"castello_6615","3",2019-04-15,294,117,56.9,"antibiotico",10563,4.76217393479776
"castello","1","holstein",1,"castello_6645","3",2019-07-19,294,4937,58.8,"antibiotico",9036,8.50451313825886
"castello","1","holstein",2,"castello_6645","3",2019-07-19,294,3327,65,"antibiotico",9036,8.10982627601848
"castello","1","holstein",3,"castello_6645","3",2019-07-19,294,2265,54.6,"antibiotico",9036,7.72533003791713
"castello","1","holstein",4,"castello_6645","3",2019-07-19,294,324,55.6,"antibiotico",9036,5.78074351579233
"castello","1","holstein",1,"castello_6732","3",2019-11-26,294,219,69,"antibiotico",NA,5.3890717298165
"castello","1","holstein",2,"castello_6732","3",2019-11-26,294,201,66,"antibiotico",NA,5.30330490805908
"castello","1","holstein",3,"castello_6732","3",2019-11-26,294,250,64.7,"antibiotico",NA,5.52146091786225
"castello","1","holstein",4,"castello_6732","3",2019-11-26,294,120,63,"antibiotico",NA,4.78749174278205
"castello","1","holstein",1,"castello_6824","2",2019-03-21,294,130,72.7,"antibiotico",8859,4.86753445045558
"castello","1","holstein",2,"castello_6824","2",2019-03-21,294,582,63,"antibiotico",8859,6.36647044773144
"castello","1","holstein",3,"castello_6824","2",2019-03-21,294,78,59.5,"antibiotico",8859,4.35670882668959
"castello","1","holstein",4,"castello_6824","2",2019-03-21,294,121,55.1,"antibiotico",8859,4.79579054559674
"castello","1","holstein",1,"castello_6877","2",2019-07-01,294,58,46.8,"sigillante",10496,4.06044301054642
"castello","1","holstein",2,"castello_6877","2",2019-07-01,294,61,34.4,"sigillante",10496,4.11087386417331
"castello","1","holstein",3,"castello_6877","2",2019-07-01,294,42,30.6,"sigillante",10496,3.73766961828337
"castello","1","holstein",4,"castello_6877","2",2019-07-01,294,92,52,"sigillante",10496,4.52178857704904
"castello","1","holstein",1,"castello_9827","4",2019-10-30,294,404,44,"antibiotico",NA,6.00141487796115
"castello","1","holstein",2,"castello_9827","4",2019-10-30,294,327,41.4,"antibiotico",NA,5.78996017089725
"castello","1","holstein",3,"castello_9827","4",2019-10-30,294,578,46.8,"antibiotico",NA,6.35957386867238
"castello","1","holstein",4,"castello_9827","4",2019-10-30,294,953,55.4,"antibiotico",NA,6.8596149036542
"castello","1","holstein",1,"castello_1025","3",2019-03-20,295,1663,51.4,"antibiotico",9377,7.41637847919293
"castello","1","holstein",2,"castello_1025","3",2019-03-20,295,1205,74.1,"antibiotico",9377,7.09423484592476
"castello","1","holstein",3,"castello_1025","3",2019-03-20,295,664,60.7,"antibiotico",9377,6.49828214947643
"castello","1","holstein",4,"castello_1025","3",2019-03-20,295,516,51.1,"antibiotico",9377,6.24610676548156
"castello","1","holstein",1,"castello_1111","3",2019-06-06,295,236,71.9,"antibiotico",10260,5.46383180502561
"castello","1","holstein",2,"castello_1111","3",2019-06-06,295,27,29.3,"antibiotico",10260,3.29583686600433
"castello","1","holstein",3,"castello_1111","3",2019-06-06,295,22,35.3,"antibiotico",10260,3.09104245335832
"castello","1","holstein",4,"castello_1111","3",2019-06-06,295,15,45.5,"antibiotico",10260,2.70805020110221
"castello","1","holstein",2,"castello_1149","3",2019-07-02,295,71,54.5,"sigillante",NA,4.26267987704132
"castello","1","holstein",4,"castello_1149","3",2019-07-02,295,57,58.3,"sigillante",NA,4.04305126783455
"castello","1","holstein",1,"castello_1273","2",2019-07-17,295,58,58.6,"sigillante",9464,4.06044301054642
"castello","1","holstein",2,"castello_1273","2",2019-07-17,295,79,63.7,"sigillante",9464,4.36944785246702
"castello","1","holstein",3,"castello_1273","2",2019-07-17,295,19,42.9,"sigillante",9464,2.94443897916644
"castello","1","holstein",4,"castello_1273","2",2019-07-17,295,27,52,"sigillante",9464,3.29583686600433
"castello","1","holstein",1,"castello_1314","2",2019-02-16,295,80,34.3,"sigillante",9611,4.38202663467388
"castello","1","holstein",2,"castello_1314","2",2019-02-16,295,259,36.1,"antibiotico",9611,5.55682806169954
"castello","1","holstein",3,"castello_1314","2",2019-02-16,295,18,55,"sigillante",9611,2.89037175789616
"castello","1","holstein",4,"castello_1314","2",2019-02-16,295,20,46.6,"sigillante",9611,2.99573227355399
"castello","1","holstein",1,"castello_1348","2",2019-05-27,295,231,56.1,"antibiotico",8420,5.44241771052179
"castello","1","holstein",2,"castello_1348","2",2019-05-27,295,442,62.2,"antibiotico",8420,6.0913098820777
"castello","1","holstein",3,"castello_1348","2",2019-05-27,295,230,65.4,"antibiotico",8420,5.4380793089232
"castello","1","holstein",4,"castello_1348","2",2019-05-27,295,267,63,"antibiotico",8420,5.58724865840025
"castello","1","holstein",1,"castello_1354","2",2019-04-06,295,44,22.7,"sigillante",7970,3.78418963391826
"castello","1","holstein",2,"castello_1354","2",2019-04-06,295,64,48.3,"sigillante",7970,4.15888308335967
"castello","1","holstein",3,"castello_1354","2",2019-04-06,295,34,39.3,"sigillante",7970,3.52636052461616
"castello","1","holstein",4,"castello_1354","2",2019-04-06,295,29,35.6,"sigillante",7970,3.36729582998647
"castello","1","holstein",1,"castello_1375","2",2019-07-17,295,378,39.1,"antibiotico",9296,5.93489419561959
"castello","1","holstein",2,"castello_1375","2",2019-07-17,295,139,45.8,"antibiotico",9296,4.93447393313069
"castello","1","holstein",3,"castello_1375","2",2019-07-17,295,18,38.2,"antibiotico",9296,2.89037175789616
"castello","1","holstein",4,"castello_1375","2",2019-07-17,295,66,56.5,"antibiotico",9296,4.18965474202643
"castello","1","holstein",1,"castello_1436","2",2019-08-07,295,491,75.1,"antibiotico",9654,6.19644412779452
"castello","1","holstein",2,"castello_1436","2",2019-08-07,295,12,60.8,"sigillante",9654,2.484906649788
